EmployeeID,CurrentRole,TargetRole,MatchedSkills,MissingSkills,ReadinessToday,ReadinessAfterTraining
365,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
366,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
367,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
368,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
369,ML Engineer,MLOps Engineer,[],"['AWS', 'CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'MLOps', 'Terraform']",0.0,85.0
370,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
372,ML Engineer,MLOps Engineer,['MLOps'],"['AWS', 'CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",14.3,87.2
373,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
376,Software Engineer,ML Engineer,"['Docker', 'Python']","['AWS', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",28.6,89.3
378,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
379,Research Scientist,ML Engineer,['AWS'],"['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
381,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
382,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
383,Software Engineer,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
388,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
389,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
390,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
391,Research Scientist,ML Engineer,['Statistics'],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",14.3,87.2
392,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
395,Research Scientist,ML Engineer,['Statistics'],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",14.3,87.2
397,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
398,Software Engineer,ML Engineer,['Docker'],"['AWS', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
399,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
401,Research Scientist,ML Engineer,['AWS'],"['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
402,Software Engineer,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
403,Research Scientist,ML Engineer,"['AWS', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",28.6,89.3
404,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
405,ML Engineer,MLOps Engineer,"['Docker', 'MLOps']","['AWS', 'CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",28.6,89.3
406,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
407,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
408,Software Engineer,ML Engineer,"['Docker', 'Python']","['AWS', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",28.6,89.3
409,Software Engineer,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
410,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
411,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
415,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
416,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
420,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
423,Research Scientist,ML Engineer,['Python'],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",14.3,87.2
424,Research Scientist,ML Engineer,['AWS'],"['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
427,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
431,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
435,Software Engineer,ML Engineer,"['AWS', 'Docker']","['MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",28.6,89.3
436,Research Scientist,ML Engineer,"['AWS', 'Python']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",28.6,89.3
438,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
439,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
440,Software Engineer,ML Engineer,"['AWS', 'Docker']","['MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",28.6,89.3
442,Software Engineer,ML Engineer,['Docker'],"['AWS', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
444,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
446,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
447,Research Scientist,ML Engineer,"['AWS', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",28.6,89.3
448,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
450,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
451,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
452,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
454,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
455,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
459,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
460,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
462,Research Scientist,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
463,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
464,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
466,Software Engineer,ML Engineer,"['AWS', 'Python']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",28.6,89.3
467,Research Scientist,ML Engineer,['Statistics'],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",14.3,87.2
469,Software Engineer,ML Engineer,['Python'],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",14.3,87.2
471,Research Scientist,ML Engineer,"['Python', 'Statistics']","['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch']",28.6,89.3
472,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
477,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
481,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
482,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
483,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
484,Research Scientist,ML Engineer,['Statistics'],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",14.3,87.2
485,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
486,ML Engineer,MLOps Engineer,['MLOps'],"['AWS', 'CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",14.3,87.2
487,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
488,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
490,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
491,ML Engineer,MLOps Engineer,"['Docker', 'MLOps']","['AWS', 'CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",28.6,89.3
494,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
496,Software Engineer,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
498,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
499,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
502,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
503,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
504,ML Engineer,MLOps Engineer,"['AWS', 'Docker']","['CI/CD', 'Cloud', 'Kubernetes', 'MLOps', 'Terraform']",28.6,89.3
505,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
506,Research Scientist,ML Engineer,"['AWS', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",28.6,89.3
510,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
511,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
512,Software Engineer,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
513,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
514,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
515,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
519,ML Engineer,MLOps Engineer,"['AWS', 'MLOps']","['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'Terraform']",28.6,89.3
521,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
522,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
523,Research Scientist,ML Engineer,"['Python', 'Statistics']","['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch']",28.6,89.3
524,Research Scientist,ML Engineer,"['AWS', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",28.6,89.3
527,Software Engineer,ML Engineer,"['AWS', 'Docker']","['MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",28.6,89.3
529,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
530,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
532,Software Engineer,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
533,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
536,Software Engineer,ML Engineer,"['AWS', 'Docker']","['MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",28.6,89.3
537,Software Engineer,ML Engineer,"['AWS', 'Docker']","['MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",28.6,89.3
539,Research Scientist,ML Engineer,"['AWS', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",28.6,89.3
540,Software Engineer,ML Engineer,[],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",0.0,85.0
541,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
543,ML Engineer,MLOps Engineer,['Docker'],"['AWS', 'CI/CD', 'Cloud', 'Kubernetes', 'MLOps', 'Terraform']",14.3,87.2
544,Research Scientist,ML Engineer,['AWS'],"['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
546,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
547,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
548,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
550,Software Engineer,ML Engineer,['AWS'],"['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
557,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
558,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
559,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
561,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
562,Research Scientist,ML Engineer,['AWS'],"['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python', 'Statistics']",14.3,87.2
566,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
567,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
568,Software Engineer,ML Engineer,"['AWS', 'Docker', 'Python']","['MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",42.9,91.5
569,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
574,Research Scientist,ML Engineer,['Statistics'],"['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",14.3,87.2
575,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
576,Research Scientist,ML Engineer,"['AWS', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Python']",28.6,89.3
577,ML Engineer,MLOps Engineer,"['AWS', 'Docker', 'MLOps']","['CI/CD', 'Cloud', 'Kubernetes', 'Terraform']",42.9,91.5
578,Research Scientist,ML Engineer,"['Python', 'Statistics']","['AWS', 'Docker', 'MLOps', 'Machine Learning', 'PyTorch']",28.6,89.3
579,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
580,Software Engineer,ML Engineer,"['Docker', 'Python']","['AWS', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",28.6,89.3
582,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
584,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
586,Research Scientist,ML Engineer,"['AWS', 'Python']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch', 'Statistics']",28.6,89.3
589,Data Analyst,Research Scientist,[],"['AWS', 'Python', 'Research Methods', 'Statistics']",0.0,85.0
592,ML Engineer,MLOps Engineer,['AWS'],"['CI/CD', 'Cloud', 'Docker', 'Kubernetes', 'MLOps', 'Terraform']",14.3,87.2
593,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
595,ML Engineer,MLOps Engineer,"['AWS', 'Docker']","['CI/CD', 'Cloud', 'Kubernetes', 'MLOps', 'Terraform']",28.6,89.3
596,Research Scientist,ML Engineer,"['AWS', 'Python', 'Statistics']","['Docker', 'MLOps', 'Machine Learning', 'PyTorch']",42.9,91.5
597,Data Analyst,Research Scientist,['Statistics'],"['AWS', 'Python', 'Research Methods']",25.0,88.8
