employee_id,current_skill
490,SQL
490,Statistics
490,Communication
491,MLOps
491,Python
491,Machine Learning
491,PyTorch
491,Statistics
491,Docker
492,Excel
492,Negotiation
492,Communication
492,CRM Tools
493,Conflict Resolution
493,Communication
494,MLOps
494,Python
494,AWS
494,PyTorch
494,Statistics
494,Docker
494,Excel
495,Excel
495,Workday
495,Conflict Resolution
495,HR Compliance
495,Communication
496,System Design
496,Kubernetes
497,Excel
497,Workday
497,Conflict Resolution
497,HR Compliance
497,Communication
498,MLOps
498,Python
498,Machine Learning
498,AWS
498,PyTorch
498,Statistics
498,Docker
498,Excel
499,Excel
499,Data Visualization
499,Tableau
499,SQL
499,Statistics
500,Conflict Resolution
500,HR Compliance
500,Communication
501,MLOps
501,CI/CD
501,Cloud
501,Terraform
501,Docker
502,Excel
502,SQL
502,Statistics
503,MLOps
503,Machine Learning
503,AWS
503,PyTorch
503,Statistics
503,Docker
504,Python
504,AWS
504,Statistics
504,Docker
505,AWS
505,Python
505,Research Methods
505,Statistics
506,AWS
506,Research Methods
506,Statistics
507,Excel
507,Workday
507,Conflict Resolution
507,HR Compliance
507,Communication
508,Excel
508,Conflict Resolution
508,HR Compliance
508,Communication
509,Excel
509,Salesforce
509,Negotiation
509,Communication
510,MLOps
510,Python
510,Machine Learning
510,AWS
510,PyTorch
510,Statistics
511,MLOps
511,Python
511,AWS
511,Statistics
511,Docker
512,Java
512,System Design
512,Kubernetes
513,AWS
513,Python
513,Statistics
514,AWS
514,Python
514,Research Methods
514,Statistics
515,MLOps
515,Python
515,AWS
515,PyTorch
515,Statistics
515,Docker
515,Communication
516,Salesforce
517,MLOps
517,CI/CD
517,AWS
517,Kubernetes
517,Cloud
517,Terraform
517,Docker
518,Excel
518,Salesforce
518,Communication
519,MLOps
519,Machine Learning
519,AWS
519,PyTorch
519,Statistics
520,Excel
520,Salesforce
520,Negotiation
520,CRM Tools
520,Communication
521,MLOps
521,Python
521,Machine Learning
521,AWS
521,PyTorch
521,Statistics
521,Docker
522,Data Visualization
522,Tableau
522,Statistics
523,Python
523,Research Methods
523,Statistics
524,AWS
524,Research Methods
524,Statistics
525,MLOps
525,AWS
525,Kubernetes
525,Docker
526,MLOps
526,AWS
526,Kubernetes
526,Cloud
526,Terraform
526,Docker
527,AWS
527,Kubernetes
527,Docker
528,Excel
528,Workday
528,HR Compliance
529,MLOps
529,Python
529,Machine Learning
529,AWS
529,PyTorch
529,Statistics
529,Docker
530,Excel
530,Data Visualization
530,SQL
530,Statistics
531,Negotiation
531,Communication
532,Java
533,Excel
533,Data Visualization
533,Tableau
533,Statistics
534,Excel
534,Workday
534,Conflict Resolution
534,HR Compliance
534,Communication
535,Workday
535,Conflict Resolution
535,HR Compliance
535,Communication
536,System Design
536,AWS
536,Kubernetes
536,Docker
537,Java
537,System Design
537,AWS
537,Kubernetes
537,Docker
538,MLOps
538,Kubernetes
538,Cloud
538,Terraform
538,Docker
539,AWS
539,Research Methods
539,Statistics
540,Java
540,System Design
541,Data Visualization
541,SQL
541,Statistics
542,Excel
542,Workday
542,HR Compliance
542,Communication
543,Python
543,Statistics
543,Docker
544,AWS
544,Research Methods
544,Excel
545,Excel
546,Excel
546,Data Visualization
546,Tableau
546,SQL
547,Excel
547,Data Visualization
547,Tableau
547,Statistics
548,Java
548,Python
548,System Design
548,AWS
548,Kubernetes
548,Docker
549,Workday
549,Conflict Resolution
550,AWS
550,Kubernetes
551,Excel
551,Salesforce
551,Negotiation
551,Communication
551,CRM Tools
552,Excel
552,Workday
552,Conflict Resolution
552,Communication
553,CI/CD
553,AWS
553,Kubernetes
553,Terraform
553,Docker
554,MLOps
554,CI/CD
554,AWS
554,Kubernetes
554,Cloud
554,Docker
555,Negotiation
555,Communication
555,CRM Tools
556,Excel
556,Salesforce
556,Negotiation
556,Communication
556,CRM Tools
557,Excel
557,SQL
557,Statistics
558,Java
558,Python
558,System Design
558,AWS
558,Kubernetes
558,Docker
558,Excel
559,Data Visualization
559,Tableau
559,SQL
559,Statistics
559,Communication
560,Excel
560,Workday
560,Conflict Resolution
560,HR Compliance
560,Communication
561,Data Visualization
561,Tableau
561,Statistics
562,AWS
562,Research Methods
564,MLOps
564,CI/CD
564,AWS
564,Cloud
565,Excel
566,MLOps
566,Python
566,AWS
566,Docker
567,MLOps
567,Python
567,Machine Learning
567,AWS
567,PyTorch
567,Statistics
567,Docker
568,Java
568,Python
568,System Design
568,AWS
568,Docker
569,AWS
569,Python
569,Statistics
570,Excel
570,Salesforce
570,Negotiation
570,Communication
570,CRM Tools
571,Excel
571,Salesforce
571,Negotiation
572,Negotiation
572,CRM Tools
573,Workday
573,Conflict Resolution
573,Communication
574,Research Methods
574,Statistics
575,Excel
575,Data Visualization
575,Tableau
575,SQL
575,Statistics
576,AWS
576,Research Methods
576,Statistics
576,Communication
577,MLOps
577,Python
577,Machine Learning
577,AWS
577,PyTorch
577,Statistics
577,Docker
578,Python
578,Research Methods
578,Statistics
578,Excel
579,Excel
579,Data Visualization
579,Tableau
579,SQL
580,Java
580,Python
580,System Design
580,Kubernetes
580,Docker
581,CI/CD
581,AWS
581,Kubernetes
581,Cloud
581,Terraform
581,Docker
582,Data Visualization
582,SQL
583,Excel
583,Workday
583,HR Compliance
583,Communication
584,AWS
584,Python
584,Research Methods
584,Statistics
585,MLOps
585,CI/CD
585,AWS
585,Cloud
585,Docker
586,AWS
586,Python
586,Research Methods
587,MLOps
587,CI/CD
587,AWS
587,Kubernetes
587,Cloud
587,Terraform
587,Docker
587,Communication
588,Salesforce
588,Negotiation
588,CRM Tools
589,Excel
589,Tableau
589,SQL
590,AWS
590,Kubernetes
590,Cloud
590,Terraform
590,Docker
591,Excel
591,Salesforce
591,Negotiation
591,Communication
591,CRM Tools
592,Python
592,Machine Learning
592,AWS
592,PyTorch
593,Data Visualization
593,Tableau
593,Statistics
594,MLOps
594,CI/CD
594,AWS
594,Cloud
594,Terraform
595,Python
595,Machine Learning
595,AWS
595,PyTorch
595,Statistics
595,Docker
596,AWS
596,Python
596,Research Methods
596,Statistics
597,Excel
597,Data Visualization
597,Tableau
597,SQL
597,Statistics
598,MLOps
598,CI/CD
598,AWS
598,Cloud
598,Terraform
599,Excel
599,CRM Tools
600,AWS
600,Kubernetes
600,Cloud
600,Terraform
600,Docker
