EmployeeID,Age,Department,JobRole,MonthlyIncome,DistanceFromHome,YearsAtCompany,YearsSinceLastPromotion,NumCompaniesWorked,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
326,27,Research & Development,Data Analyst,10265.0,3,7,6,4,4.0,2.0,Yes,No
327,37,Research & Development,ML Engineer,5407.0,28,3,0,1,2.0,2.0,Yes,Yes
328,35,Research & Development,Data Analyst,7731.0,21,5,1,6,3.0,3.0,No,No
329,38,Research & Development,HR Executive,5567.0,26,7,1,1,2.0,4.0,No,No
330,26,Research & Development,Research Scientist,5615.0,7,7,2,5,3.0,1.0,No,Yes
331,25,Sales,Software Engineer,9010.0,8,1,0,7,1.0,2.0,No,Yes
332,36,Sales,Research Scientist,7151.0,7,0,0,1,2.0,1.0,No,Yes
333,36,Sales,Software Engineer,7211.0,2,7,7,2,4.0,2.0,No,Yes
334,33,Research & Development,Sales Executive,1500.0,3,4,3,1,1.0,1.0,No,Yes
335,44,Human Resources,ML Engineer,6363.0,29,2,0,3,3.0,1.0,No,Yes
336,20,Research & Development,Research Scientist,7718.0,20,5,1,2,4.0,3.0,Yes,No
337,55,IT,MLOps Engineer,8707.0,12,6,5,6,4.0,4.0,No,No
338,34,Research & Development,Software Engineer,1500.0,17,8,0,5,4.0,4.0,No,No
339,33,Research & Development,Data Analyst,7398.0,24,15,9,3,1.0,2.0,No,Yes
340,28,Research & Development,HR Executive,4996.0,25,4,3,0,4.0,4.0,No,No
341,38,Research & Development,Software Engineer,1500.0,14,0,0,2,1.0,4.0,Yes,Yes
342,31,IT,ML Engineer,,19,3,2,3,1.0,2.0,No,Yes
343,36,IT,Data Analyst,3735.0,3,12,2,3,2.0,3.0,No,No
344,30,Sales,HR Executive,5874.0,10,0,0,0,4.0,3.0,Yes,Yes
345,35,IT,Software Engineer,9192.0,8,0,0,0,2.0,1.0,No,Yes
346,45,IT,Data Analyst,8713.0,17,2,1,2,3.0,4.0,Yes,Yes
347,37,IT,Research Scientist,4144.0,1,3,1,2,3.0,3.0,No,No
348,33,Research & Development,ML Engineer,11047.0,9,3,0,7,3.0,2.0,No,Yes
349,35,Human Resources,Software Engineer,4945.0,21,8,3,4,3.0,3.0,Yes,Yes
350,41,Human Resources,Sales Executive,1796.0,21,0,0,6,2.0,3.0,Yes,Yes
351,41,IT,Research Scientist,1500.0,25,0,0,1,1.0,3.0,No,Yes
352,53,research & development,Research Scientist,5188.0,13,0,0,3,4.0,4.0,No,No
353,27,Sales,HR Executive,3879.0,15,9,7,4,2.0,2.0,Yes,Yes
354,36,Research & Development,ML Engineer,4656.0,7,1,0,4,,,No,Yes
355,51,IT,ML Engineer,6276.0,16,4,0,3,1.0,2.0,No,Yes
356,26,Human Resources,HR Executive,3788.0,10,2,0,4,1.0,2.0,No,Yes
357,24,IT,Research Scientist,6800.0,14,5,1,2,3.0,1.0,No,Yes
358,30,Sales,MLOps Engineer,1500.0,22,13,12,0,4.0,1.0,No,Yes
359,26,IT,HR Executive,7960.0,20,0,0,0,1.0,3.0,No,Yes
360,26,IT,MLOps Engineer,2568.0,15,2,0,0,1.0,2.0,Yes,Yes
361,48,Sales,Sales Executive,5052.0,5,0,0,2,3.0,3.0,No,No
362,27,Sales,ML Engineer,12768.0,26,1,1,7,1.0,2.0,No,Yes
363,22,sales,Software Engineer,2857.0,8,6,6,2,3.0,2.0,Yes,Yes
364,34,Sales,Sales Executive,7883.0,6,1,1,7,1.0,3.0,Yes,Yes
365,44,Sales,Software Engineer,2803.0,13,5,4,7,4.0,1.0,Yes,Yes
366,41,Human Resources,ML Engineer,5434.0,24,7,0,0,1.0,2.0,No,Yes
367,19,Research & Development,Data Analyst,,16,9,6,2,3.0,1.0,No,No
368,31,IT,ML Engineer,8309.0,10,3,0,7,3.0,4.0,No,No
369,27,IT,ML Engineer,12452.0,24,0,0,7,1.0,4.0,No,Yes
370,39,Research & Development,ML Engineer,3679.0,19,2,1,7,3.0,2.0,No,Yes
371,27,Research & Development,HR Executive,4124.0,18,3,0,3,3.0,1.0,Yes,Yes
372,39,Sales,ML Engineer,5386.0,20,1,1,4,1.0,2.0,No,Yes
373,52,Sales,ML Engineer,9886.0,16,12,10,7,4.0,2.0,No,No
374,29,Human Resources,Sales Executive,5908.0,28,3,1,3,2.0,3.0,No,Yes
375,38,Research & Development,Sales Executive,5891.0,19,2,1,1,3.0,4.0,No,No
376,35,IT,Software Engineer,9612.0,1,4,1,3,4.0,4.0,No,No
377,33,Research & Development,MLOps Engineer,6155.0,14,0,0,3,,2.0,No,Yes
378,40,Sales,ML Engineer,1500.0,21,9,9,0,2.0,2.0,No,Yes
379,18,IT,Research Scientist,10376.0,17,2,2,7,3.0,4.0,No,No
380,21,Sales,HR Executive,6715.0,5,3,3,0,4.0,4.0,Yes,No
381,40,Research & Development,Data Analyst,3776.0,26,1,1,0,4.0,1.0,No,Yes
382,37,Human Resources,Data Analyst,8414.0,23,0,0,5,3.0,1.0,No,Yes
383,31,Research & Development,Software Engineer,9113.0,29,1,0,2,1.0,1.0,No,Yes
384,30,IT,HR Executive,4368.0,8,4,3,3,1.0,2.0,No,Yes
385,35,Research & Development,HR Executive,,23,3,2,3,,3.0,No,Yes
386,40,Sales,HR Executive,7764.0,5,2,2,0,4.0,2.0,Yes,Yes
387,24,IT,HR Executive,2915.0,9,3,2,5,2.0,2.0,No,Yes
388,29,IT,Research Scientist,7934.0,26,6,2,4,4.0,3.0,Yes,No
389,58,Sales,Data Analyst,5213.0,27,2,0,7,3.0,1.0,Yes,Yes
390,48,Sales,Data Analyst,1500.0,12,6,3,7,1.0,2.0,No,Yes
391,34,IT,Research Scientist,5297.0,17,0,0,0,3.0,2.0,No,Yes
392,37,Sales,Software Engineer,12516.0,22,5,3,3,2.0,4.0,No,No
393,40,Sales,MLOps Engineer,9667.0,28,0,0,0,1.0,3.0,No,Yes
394,38,IT,Sales Executive,6608.0,15,0,0,0,2.0,4.0,No,Yes
395,38,IT,Research Scientist,4304.0,29,10,7,0,3.0,3.0,No,No
396,45,IT,MLOps Engineer,5206.0,27,12,11,5,3.0,3.0,Yes,Yes
397,29,Human Resources,Data Analyst,2050.0,28,2,0,4,4.0,1.0,No,Yes
398,34,it,Software Engineer,1500.0,15,0,0,7,2.0,1.0,No,Yes
399,35,Human Resources,Software Engineer,3470.0,19,1,0,4,3.0,1.0,No,Yes
400,35,IT,HR Executive,4418.0,14,3,1,3,4.0,4.0,No,Yes
401,39,Sales,Research Scientist,7360.0,23,3,0,2,2.0,4.0,No,Yes
402,30,Human Resources,Software Engineer,3233.0,6,2,0,2,1.0,3.0,Yes,Yes
403,26,Research & Development,Research Scientist,3507.0,7,8,0,3,4.0,2.0,No,No
404,36,Sales,ML Engineer,3371.0,17,5,5,4,4.0,2.0,Yes,Yes
405,23,Research & Development,ML Engineer,5230.0,24,0,0,2,3.0,3.0,No,Yes
406,31,Sales,Research Scientist,9076.0,28,8,1,3,4.0,2.0,No,No
407,23,IT,Software Engineer,13306.0,18,14,4,2,4.0,4.0,Yes,No
408,42,Research & Development,Software Engineer,2736.0,1,3,0,3,1.0,2.0,No,Yes
409,25,Research & Development,Software Engineer,11914.0,12,0,0,6,2.0,2.0,No,Yes
410,49,IT,Data Analyst,5923.0,13,0,0,7,3.0,3.0,No,Yes
411,47,IT,Software Engineer,2986.0,29,8,6,4,1.0,3.0,No,Yes
412,22,Research & Development,Sales Executive,13177.0,27,6,1,0,,4.0,Yes,Yes
413,18,Research & Development,Sales Executive,2727.0,14,3,0,5,1.0,3.0,No,Yes
414,24,IT,HR Executive,4323.0,1,0,0,2,2.0,3.0,No,Yes
415,31,it,ML Engineer,5397.0,9,8,3,5,3.0,3.0,No,Yes
416,30,Sales,ML Engineer,9153.0,23,6,4,5,4.0,3.0,No,No
417,31,Human Resources,MLOps Engineer,5379.0,22,7,7,1,4.0,4.0,Yes,Yes
418,32,Research & Development,HR Executive,1923.0,10,4,0,5,2.0,3.0,No,No
419,42,Human Resources,HR Executive,3879.0,4,0,0,5,2.0,3.0,No,Yes
420,21,Human Resources,Data Analyst,7614.0,6,6,2,2,2.0,4.0,No,Yes
421,30,Sales,Sales Executive,12779.0,16,2,0,1,,3.0,Yes,Yes
422,43,Sales,Sales Executive,3116.0,16,1,0,6,4.0,2.0,No,No
423,45,IT,Research Scientist,12733.0,5,0,0,0,2.0,3.0,No,Yes
424,34,Research & Development,Research Scientist,5703.0,9,0,0,0,4.0,2.0,Yes,Yes
425,41,Sales,HR Executive,1794.0,1,5,1,2,2.0,3.0,No,Yes
426,32,Research & Development,HR Executive,7020.0,5,0,0,3,2.0,2.0,No,Yes
427,32,Research & Development,ML Engineer,5475.0,3,0,0,0,4.0,4.0,No,Yes
428,39,Human Resources,HR Executive,6654.0,11,1,0,1,4.0,2.0,No,Yes
429,26,Human Resources,MLOps Engineer,5020.0,5,8,3,2,2.0,,No,Yes
430,42,IT,HR Executive,9461.0,1,0,0,1,2.0,1.0,No,Yes
431,21,Sales,Data Analyst,7596.0,4,6,2,0,1.0,4.0,Yes,No
432,31,Research & Development,HR Executive,3576.0,15,9,5,6,3.0,2.0,No,Yes
433,40,Research & Development,HR Executive,3463.0,12,22,0,7,3.0,2.0,Yes,Yes
434,30,Sales,HR Executive,3745.0,29,9,7,5,1.0,2.0,No,Yes
435,48,Sales,Software Engineer,2666.0,6,0,0,5,2.0,1.0,Yes,Yes
436,30,sales,Research Scientist,4424.0,14,6,2,3,4.0,3.0,No,No
437,43,Research & Development,HR Executive,9274.0,27,0,0,4,1.0,1.0,No,Yes
438,33,IT,Research Scientist,4536.0,13,1,1,1,3.0,4.0,No,No
439,39,Research & Development,ML Engineer,6322.0,4,0,0,3,3.0,4.0,Yes,Yes
440,39,Research & Development,Software Engineer,14346.0,11,2,0,5,2.0,1.0,No,Yes
441,36,IT,MLOps Engineer,6225.0,9,0,0,2,,2.0,No,Yes
442,44,Research & Development,Software Engineer,12747.0,13,6,4,1,1.0,2.0,Yes,Yes
443,60,IT,MLOps Engineer,7788.0,18,0,0,5,1.0,4.0,No,Yes
444,18,IT,Data Analyst,9002.0,6,5,0,3,2.0,2.0,Yes,Yes
445,29,IT,Sales Executive,1883.0,10,1,1,7,4.0,4.0,No,Yes
446,36,Sales,ML Engineer,9461.0,18,2,0,7,4.0,2.0,No,Yes
447,32,IT,Research Scientist,4510.0,16,2,2,6,3.0,2.0,No,Yes
448,18,Human Resources,Research Scientist,1676.0,12,12,3,0,,3.0,Yes,Yes
449,32,IT,MLOps Engineer,1895.0,18,4,4,1,3.0,3.0,Yes,Yes
450,27,IT,Data Analyst,2990.0,17,1,0,1,1.0,1.0,Yes,Yes
451,30,research & development,ML Engineer,13629.0,27,6,2,4,4.0,1.0,No,Yes
452,34,IT,Data Analyst,8279.0,6,0,0,2,3.0,2.0,Yes,Yes
453,26,sales,HR Executive,2856.0,11,5,1,7,4.0,2.0,No,Yes
454,39,Sales,Data Analyst,5279.0,2,4,3,5,3.0,4.0,No,Yes
455,27,Research & Development,ML Engineer,8651.0,9,1,1,3,1.0,1.0,No,Yes
456,38,IT,Sales Executive,3132.0,13,3,0,4,4.0,4.0,No,No
457,47,Research & Development,HR Executive,7484.0,6,7,1,1,1.0,4.0,No,Yes
458,47,Sales,HR Executive,10198.0,5,1,0,7,2.0,4.0,No,Yes
459,39,Sales,Data Analyst,7797.0,2,16,4,7,4.0,3.0,Yes,No
460,40,Human Resources,ML Engineer,3595.0,9,5,3,7,3.0,2.0,No,Yes
461,42,Sales,MLOps Engineer,7390.0,17,1,1,6,2.0,2.0,No,Yes
462,40,IT,Research Scientist,1500.0,10,3,2,0,2.0,4.0,No,No
463,42,IT,Data Analyst,1500.0,18,0,0,6,4.0,4.0,No,Yes
464,22,IT,Software Engineer,8000.0,6,6,5,4,2.0,,Yes,Yes
465,34,Human Resources,MLOps Engineer,1500.0,4,2,2,1,4.0,3.0,Yes,Yes
466,24,Sales,Software Engineer,5032.0,25,4,1,1,4.0,3.0,Yes,No
467,33,Research & Development,Research Scientist,6077.0,23,6,0,2,,4.0,No,No
468,36,Sales,MLOps Engineer,3800.0,29,0,0,7,3.0,,No,Yes
469,18,Human Resources,Software Engineer,2827.0,4,4,3,6,2.0,1.0,No,Yes
470,37,Sales,Sales Executive,6755.0,16,9,0,4,1.0,4.0,No,Yes
471,40,Sales,Research Scientist,10769.0,18,7,5,1,4.0,3.0,No,No
472,40,Research & Development,Data Analyst,3055.0,5,0,0,2,2.0,3.0,Yes,Yes
473,28,IT,HR Executive,7566.0,10,1,1,3,4.0,1.0,No,Yes
474,57,Research & Development,Sales Executive,12121.0,24,2,2,3,4.0,1.0,Yes,Yes
475,34,Sales,Sales Executive,,22,4,1,1,2.0,2.0,No,Yes
476,42,Sales,Sales Executive,6209.0,13,0,0,1,4.0,2.0,No,Yes
477,28,Sales,ML Engineer,4611.0,26,10,4,6,2.0,3.0,No,Yes
478,18,Sales,HR Executive,6894.0,10,0,0,1,3.0,3.0,No,No
479,36,IT,MLOps Engineer,3435.0,17,3,3,5,4.0,3.0,No,No
480,51,Research & Development,HR Executive,1500.0,22,6,4,2,3.0,3.0,No,Yes
481,28,IT,Software Engineer,11377.0,3,4,3,4,2.0,2.0,Yes,Yes
482,40,Human Resources,ML Engineer,6494.0,9,2,2,5,4.0,2.0,No,Yes
483,49,IT,Data Analyst,4399.0,11,1,1,1,4.0,3.0,No,No
484,34,Research & Development,Research Scientist,1824.0,9,2,0,6,2.0,1.0,Yes,Yes
485,29,Sales,Software Engineer,9739.0,21,1,1,5,3.0,3.0,No,Yes
486,34,IT,ML Engineer,1500.0,10,3,2,3,4.0,4.0,No,No
487,30,Sales,ML Engineer,9260.0,2,11,0,6,,4.0,No,No
488,39,Sales,Data Analyst,12483.0,18,17,3,6,2.0,2.0,No,No
489,39,Sales,Sales Executive,8360.0,7,0,0,4,1.0,1.0,No,No
490,44,Research & Development,Data Analyst,4185.0,20,0,0,2,2.0,2.0,Yes,Yes
491,23,Research & Development,ML Engineer,7544.0,4,1,1,6,4.0,1.0,No,No
492,28,research & development,Sales Executive,11616.0,23,0,0,6,1.0,2.0,No,No
493,45,IT,HR Executive,6971.0,11,5,2,2,3.0,1.0,No,Yes
494,35,Sales,ML Engineer,11154.0,24,1,1,2,4.0,2.0,No,No
495,37,Research & Development,HR Executive,8342.0,22,3,2,4,2.0,3.0,Yes,Yes
496,27,Sales,Software Engineer,10459.0,22,0,0,1,1.0,4.0,Yes,Yes
497,30,Sales,HR Executive,6395.0,27,7,0,1,4.0,1.0,No,No
498,44,sales,ML Engineer,6031.0,24,9,6,1,1.0,4.0,No,Yes
499,32,Human Resources,Data Analyst,9125.0,7,14,8,0,2.0,2.0,No,Yes
500,34,Sales,HR Executive,4164.0,20,1,0,4,4.0,4.0,No,Yes
501,28,IT,MLOps Engineer,1500.0,14,0,0,5,3.0,3.0,No,No
502,47,Sales,Data Analyst,9060.0,25,1,1,3,2.0,2.0,No,Yes
503,27,research & development,ML Engineer,4627.0,18,0,0,4,3.0,1.0,No,Yes
504,34,Human Resources,ML Engineer,5875.0,9,0,0,7,2.0,2.0,Yes,Yes
505,57,Sales,Research Scientist,10065.0,6,0,0,4,3.0,2.0,No,Yes
506,41,IT,Research Scientist,6314.0,4,3,2,7,2.0,4.0,No,No
507,35,IT,HR Executive,3961.0,3,14,8,2,3.0,3.0,No,Yes
508,35,IT,HR Executive,8201.0,6,2,1,4,1.0,3.0,No,Yes
509,41,IT,Sales Executive,3414.0,9,1,1,5,1.0,1.0,No,Yes
510,49,Human Resources,ML Engineer,4036.0,19,2,0,3,1.0,4.0,No,Yes
511,44,Sales,ML Engineer,9031.0,22,4,4,1,1.0,1.0,No,Yes
512,28,Human Resources,Software Engineer,7990.0,19,0,0,6,1.0,3.0,No,Yes
513,33,Human Resources,Research Scientist,9342.0,26,1,0,1,1.0,4.0,No,Yes
514,24,IT,Research Scientist,6368.0,1,3,0,0,4.0,3.0,No,Yes
515,28,Human Resources,ML Engineer,6963.0,11,11,10,4,4.0,3.0,No,No
516,45,Research & Development,Sales Executive,5946.0,17,0,0,6,4.0,3.0,No,No
517,41,IT,MLOps Engineer,7941.0,6,2,1,0,3.0,4.0,No,Yes
518,26,IT,Sales Executive,5297.0,13,5,4,6,3.0,3.0,No,Yes
519,29,Research & Development,ML Engineer,11757.0,4,0,0,0,2.0,1.0,No,Yes
520,28,Sales,Sales Executive,7875.0,19,7,2,2,1.0,4.0,No,No
521,52,IT,ML Engineer,6192.0,20,3,2,1,3.0,4.0,No,No
522,30,IT,Data Analyst,5132.0,29,3,1,6,4.0,2.0,No,No
523,42,Human Resources,Research Scientist,7908.0,2,1,1,2,1.0,1.0,Yes,Yes
524,50,Research & Development,Research Scientist,1500.0,24,25,7,7,2.0,4.0,No,Yes
525,43,Research & Development,MLOps Engineer,1500.0,26,2,2,6,3.0,1.0,Yes,Yes
526,35,IT,MLOps Engineer,7090.0,23,3,3,4,2.0,4.0,No,Yes
527,39,Human Resources,Software Engineer,4556.0,22,4,0,2,2.0,2.0,No,Yes
528,40,Human Resources,HR Executive,13133.0,9,3,1,2,1.0,1.0,Yes,Yes
529,42,Sales,ML Engineer,5558.0,8,16,10,3,3.0,3.0,No,Yes
530,20,Research & Development,Data Analyst,6571.0,14,6,2,7,3.0,,Yes,Yes
531,44,IT,Sales Executive,1500.0,23,0,0,0,2.0,4.0,No,Yes
532,38,IT,Software Engineer,7029.0,9,1,1,5,4.0,2.0,No,Yes
533,37,IT,Data Analyst,1500.0,14,2,0,1,3.0,3.0,No,No
534,42,Sales,HR Executive,1500.0,11,0,0,3,1.0,1.0,No,Yes
535,47,IT,HR Executive,5841.0,16,6,5,5,1.0,2.0,No,No
536,33,Sales,Software Engineer,6132.0,24,1,1,4,3.0,4.0,No,Yes
537,39,IT,Software Engineer,4402.0,8,0,0,7,1.0,3.0,No,Yes
538,52,research & development,MLOps Engineer,11311.0,22,2,1,6,2.0,3.0,Yes,No
539,57,Sales,Research Scientist,4854.0,28,7,1,6,1.0,,No,Yes
540,35,it,Software Engineer,8132.0,27,0,0,2,3.0,3.0,No,Yes
541,40,Research & Development,Data Analyst,7011.0,20,0,0,0,1.0,2.0,No,Yes
542,33,IT,HR Executive,7208.0,12,3,2,0,,3.0,No,No
543,24,Sales,ML Engineer,8179.0,8,1,1,6,1.0,3.0,No,Yes
544,46,Sales,Research Scientist,,14,2,2,7,3.0,1.0,No,Yes
545,47,IT,HR Executive,8189.0,15,3,0,0,1.0,1.0,No,Yes
546,38,IT,Data Analyst,2022.0,21,5,5,0,4.0,1.0,No,Yes
547,33,IT,Data Analyst,11937.0,23,0,0,1,3.0,4.0,No,No
548,54,Research & Development,Software Engineer,8018.0,9,16,6,3,1.0,1.0,Yes,Yes
549,38,Research & Development,HR Executive,3471.0,8,0,0,1,4.0,2.0,No,Yes
550,35,sales,Software Engineer,6982.0,26,0,0,3,1.0,4.0,No,Yes
551,25,IT,Sales Executive,8569.0,4,11,0,3,2.0,3.0,No,No
552,26,Human Resources,HR Executive,8638.0,6,6,0,5,3.0,1.0,Yes,No
553,44,Sales,MLOps Engineer,1500.0,4,0,0,1,2.0,1.0,No,Yes
554,28,Human Resources,MLOps Engineer,5067.0,26,1,0,7,3.0,4.0,No,Yes
555,36,Human Resources,Sales Executive,7117.0,14,2,2,3,1.0,4.0,No,Yes
556,32,Sales,Sales Executive,5776.0,28,1,0,4,4.0,1.0,No,Yes
557,32,IT,Data Analyst,5401.0,5,3,2,3,2.0,4.0,Yes,Yes
558,39,Human Resources,Software Engineer,1500.0,23,13,4,6,3.0,2.0,No,Yes
559,43,Research & Development,Data Analyst,3072.0,1,0,0,4,2.0,1.0,No,Yes
560,35,Human Resources,HR Executive,6811.0,29,6,2,6,4.0,3.0,No,No
561,40,Research & Development,Data Analyst,8403.0,16,0,0,5,3.0,4.0,No,No
562,24,Sales,Research Scientist,4632.0,23,0,0,0,1.0,1.0,Yes,Yes
563,36,Research & Development,MLOps Engineer,4620.0,17,1,1,6,1.0,2.0,Yes,Yes
564,41,it,MLOps Engineer,9017.0,5,3,0,3,1.0,2.0,No,Yes
565,37,Research & Development,HR Executive,13681.0,15,0,0,3,1.0,4.0,No,No
566,27,IT,ML Engineer,12842.0,15,0,0,4,3.0,2.0,No,Yes
567,46,IT,ML Engineer,6345.0,28,9,8,1,1.0,,No,Yes
568,34,IT,Software Engineer,5542.0,14,1,0,3,2.0,4.0,Yes,Yes
569,26,IT,Research Scientist,10005.0,1,0,0,4,2.0,1.0,No,Yes
570,41,IT,Sales Executive,6003.0,22,11,5,3,2.0,1.0,No,Yes
571,18,Research & Development,Sales Executive,7743.0,28,9,6,7,3.0,3.0,No,Yes
572,18,Human Resources,Sales Executive,4254.0,10,2,2,5,4.0,2.0,No,No
573,33,Research & Development,HR Executive,4272.0,1,9,0,4,1.0,4.0,Yes,Yes
574,36,Human Resources,Research Scientist,5403.0,25,8,6,6,2.0,1.0,No,Yes
575,37,Research & Development,Data Analyst,9459.0,17,18,6,2,4.0,3.0,No,No
576,52,IT,Research Scientist,1857.0,15,5,4,3,4.0,3.0,No,No
577,41,IT,ML Engineer,6978.0,25,7,4,3,2.0,2.0,No,Yes
578,49,Sales,Research Scientist,4310.0,10,1,0,7,1.0,1.0,No,Yes
579,31,Research & Development,Data Analyst,5394.0,13,6,4,6,3.0,3.0,No,Yes
580,31,Sales,Software Engineer,6150.0,11,2,0,4,3.0,3.0,No,Yes
581,32,Research & Development,MLOps Engineer,10792.0,4,1,1,5,1.0,1.0,No,Yes
582,34,sales,Data Analyst,7268.0,3,2,0,3,2.0,4.0,No,No
583,41,Research & Development,HR Executive,2485.0,7,15,1,3,2.0,1.0,Yes,Yes
584,41,Research & Development,Research Scientist,9102.0,26,26,3,6,3.0,2.0,No,No
585,26,IT,MLOps Engineer,3154.0,11,0,0,6,1.0,3.0,No,Yes
586,26,Sales,Research Scientist,9930.0,21,2,0,7,2.0,1.0,No,Yes
587,55,Research & Development,MLOps Engineer,1500.0,12,10,6,5,2.0,4.0,No,Yes
588,54,Research & Development,Sales Executive,9919.0,14,14,14,0,4.0,1.0,No,Yes
589,35,Sales,Data Analyst,11537.0,25,7,0,0,3.0,2.0,Yes,Yes
590,24,Human Resources,MLOps Engineer,3546.0,26,5,5,7,2.0,3.0,No,Yes
591,42,IT,Sales Executive,13746.0,5,6,4,7,3.0,1.0,No,Yes
592,29,research & development,ML Engineer,5594.0,29,3,2,0,4.0,1.0,No,Yes
593,51,IT,Data Analyst,,4,1,1,7,4.0,2.0,No,Yes
594,33,Research & Development,MLOps Engineer,8291.0,17,0,0,2,4.0,1.0,No,Yes
595,36,Sales,ML Engineer,13200.0,4,19,7,3,3.0,1.0,No,No
596,28,Research & Development,Research Scientist,9429.0,1,1,1,4,3.0,3.0,No,No
597,37,Human Resources,Data Analyst,2950.0,18,11,2,5,1.0,4.0,No,Yes
598,18,Sales,MLOps Engineer,9876.0,9,1,1,6,3.0,2.0,No,No
599,38,Sales,Sales Executive,7219.0,24,0,0,5,4.0,1.0,Yes,Yes
600,48,sales,MLOps Engineer,12176.0,15,3,0,5,1.0,2.0,Yes,Yes
111,44,Research & Development,Research Scientist,1682.0,18,17,11,7,4.0,1.0,Yes,Yes
420,21,Human Resources,Data Analyst,7614.0,6,6,2,2,2.0,4.0,No,Yes
566,27,IT,ML Engineer,12842.0,15,0,0,4,3.0,2.0,No,Yes
1,39,Sales,HR Executive,6601.0,19,2,1,3,2.0,2.0,No,Yes
182,999,Research & Development,Sales Executive,2290.0,8,2,0,5,2.0,4.0,No,Yes
